match_key,match_date,season,top_disposal_player_id,top_disposal_player_id_value,top_goal_kicker_player_id,top_goal_kicker_player_id_value,top_fantasy_player_id,top_fantasy_player_id_value
1991-05-25|10|Collingwood Magpies|Hawthorn Hawks,1991-05-25,1991,45386.0,25.0,45607.0,9.0,45607,157
1991-05-25|10|Essendon Bombers|St Kilda Saints,1991-05-25,1991,45352.0,28.0,45679.0,4.0,45682,112
1991-05-25|10|Fitzroy Lions|Geelong Cats,1991-05-25,1991,45596.0,26.0,45695.0,4.0,45695,98
1991-05-25|10|North Melbourne Kangaroos|Western Bulldogs,1991-05-25,1991,45849.0,23.0,45684.0,7.0,45684,129
1991-05-26|10|Brisbane Bears|Richmond Tigers,1991-05-26,1991,45647.0,30.0,45403.0,1.0,45647,114
1991-05-26|10|Sydney Swans|West Coast Eagles,1991-05-26,1991,45702.0,30.0,45586.0,3.0,45702,113
1991-06-01|11|Adelaide Crows|Geelong Cats,1991-06-01,1991,45596.0,32.0,45705.0,4.0,45906,123
1991-06-01|11|Collingwood Magpies|North Melbourne Kangaroos,1991-06-01,1991,45386.0,29.0,45684.0,5.0,45386,111
1991-06-01|11|Essendon Bombers|Melbourne Demons,1991-06-01,1991,45690.0,27.0,45352.0,3.0,45352,107
1991-06-01|11|Hawthorn Hawks|St Kilda Saints,1991-06-01,1991,45393.0,30.0,45679.0,7.0,45393,101
1991-06-01|11|Richmond Tigers|West Coast Eagles,1991-06-01,1991,45702.0,30.0,45711.0,2.0,45637,100
1991-06-02|11|Brisbane Bears|Sydney Swans,1991-06-02,1991,45325.0,24.0,45575.0,1.0,45490,86
1991-06-02|11|Carlton Blues|Western Bulldogs,1991-06-02,1991,45672.0,25.0,45553.0,3.0,45553,88
1991-06-08|12|Carlton Blues|Collingwood Magpies,1991-06-08,1991,45380.0,20.0,45970.0,2.0,45380,77
1991-06-08|12|Sydney Swans|Western Bulldogs,1991-06-08,1991,45672.0,30.0,,,45672,91
1991-06-09|12|Adelaide Crows|Fitzroy Lions,1991-06-09,1991,45384.0,26.0,45621.0,3.0,45384,87
1991-06-09|12|Brisbane Bears|West Coast Eagles,1991-06-09,1991,45702.0,31.0,45586.0,3.0,45711,117
1991-06-10|12|Geelong Cats|Hawthorn Hawks,1991-06-10,1991,45622.0,26.0,45705.0,2.0,45622,95
1991-06-10|12|Melbourne Demons|Richmond Tigers,1991-06-10,1991,45661.0,29.0,45351.0,2.0,45661,106
1991-06-10|12|North Melbourne Kangaroos|St Kilda Saints,1991-06-10,1991,45577.0,38.0,45679.0,5.0,45682,109
1991-06-14|13|West Coast Eagles|Western Bulldogs,1991-06-14,1991,45728.0,24.0,45711.0,3.0,45980,92
1991-06-15|13|Adelaide Crows|Richmond Tigers,1991-06-15,1991,45403.0,24.0,45621.0,3.0,45403,94
1991-06-15|13|Brisbane Bears|Hawthorn Hawks,1991-06-15,1991,45325.0,26.0,45607.0,2.0,45325,104
1991-06-15|13|Collingwood Magpies|Essendon Bombers,1991-06-15,1991,45948.0,21.0,45948.0,2.0,45948,84
1991-06-16|13|Carlton Blues|Sydney Swans,1991-06-16,1991,45490.0,29.0,45671.0,4.0,45671,109
1991-06-16|13|Fitzroy Lions|St Kilda Saints,1991-06-16,1991,45577.0,24.0,45679.0,8.0,45679,91
1991-06-16|13|Geelong Cats|Melbourne Demons,1991-06-16,1991,45596.0,33.0,45596.0,3.0,45596,112
1991-06-21|14|North Melbourne Kangaroos|Richmond Tigers,1991-06-21,1991,45661.0,31.0,45684.0,9.0,45684,129
1991-06-22|14|Carlton Blues|West Coast Eagles,1991-06-22,1991,45380.0,33.0,45586.0,1.0,45380,95
1991-06-22|14|Collingwood Magpies|Sydney Swans,1991-06-22,1991,45386.0,25.0,45832.0,7.0,45832,116
1991-06-22|14|Essendon Bombers|Fitzroy Lions,1991-06-22,1991,45352.0,29.0,45852.0,3.0,45852,127
1991-06-22|14|Hawthorn Hawks|Melbourne Demons,1991-06-22,1991,45622.0,34.0,45607.0,4.0,45607,150
1991-06-22|14|St Kilda Saints|Western Bulldogs,1991-06-22,1991,45577.0,32.0,45679.0,5.0,45980,108
1991-06-23|14|Adelaide Crows|Brisbane Bears,1991-06-23,1991,45353.0,25.0,45675.0,3.0,45417,91
1991-06-28|15|Hawthorn Hawks|North Melbourne Kangaroos,1991-06-28,1991,45846.0,32.0,45607.0,5.0,45607,120
1991-06-29|15|Adelaide Crows|Collingwood Magpies,1991-06-29,1991,45386.0,35.0,45832.0,6.0,45386,142
1991-06-29|15|Carlton Blues|Fitzroy Lions,1991-06-29,1991,45380.0,28.0,45380.0,1.0,45380,101
1991-06-29|15|Essendon Bombers|Western Bulldogs,1991-06-29,1991,45980.0,30.0,45401.0,1.0,45980,129
1991-06-29|15|Geelong Cats|Richmond Tigers,1991-06-29,1991,45596.0,34.0,45769.0,6.0,45769,121
1991-06-30|15|Melbourne Demons|Sydney Swans,1991-06-30,1991,45939.0,32.0,45671.0,2.0,45939,108
1991-06-30|15|St Kilda Saints|West Coast Eagles,1991-06-30,1991,45637.0,28.0,45679.0,8.0,45679,132
1991-07-06|16|Adelaide Crows|Hawthorn Hawks,1991-07-06,1991,45622.0,33.0,45607.0,4.0,45607,132
1991-07-06|16|Carlton Blues|North Melbourne Kangaroos,1991-07-06,1991,45380.0,31.0,45320.0,2.0,45846,117
1991-07-06|16|Collingwood Magpies|Western Bulldogs,1991-07-06,1991,45386.0,37.0,45386.0,2.0,45386,131
1991-07-06|16|Melbourne Demons|West Coast Eagles,1991-07-06,1991,45711.0,27.0,45670.0,2.0,45711,107
1991-07-07|16|Brisbane Bears|Fitzroy Lions,1991-07-07,1991,45384.0,26.0,45695.0,2.0,45384,88
1991-07-07|16|Essendon Bombers|Geelong Cats,1991-07-07,1991,45596.0,26.0,45596.0,3.0,45596,98
1991-07-07|16|Richmond Tigers|St Kilda Saints,1991-07-07,1991,45769.0,29.0,45679.0,5.0,45679,111
1991-07-12|17|Collingwood Magpies|West Coast Eagles,1991-07-12,1991,45711.0,35.0,45586.0,4.0,45711,131
1991-07-13|17|Adelaide Crows|Carlton Blues,1991-07-13,1991,45823.0,23.0,45621.0,1.0,45353,73
1991-07-13|17|Brisbane Bears|North Melbourne Kangaroos,1991-07-13,1991,45846.0,32.0,45684.0,8.0,45684,104
1991-07-13|17|Essendon Bombers|Richmond Tigers,1991-07-13,1991,45352.0,33.0,45516.0,2.0,45352,105
1991-07-13|17|Fitzroy Lions|Melbourne Demons,1991-07-13,1991,45384.0,30.0,45361.0,1.0,45939,101
1991-07-13|17|Geelong Cats|St Kilda Saints,1991-07-13,1991,45596.0,30.0,45577.0,2.0,45682,121
1991-07-14|17|Hawthorn Hawks|Sydney Swans,1991-07-14,1991,45622.0,26.0,45607.0,3.0,45671,104
1991-07-20|18|Collingwood Magpies|Fitzroy Lions,1991-07-20,1991,45384.0,27.0,45386.0,1.0,45755,106
1991-07-20|18|Essendon Bombers|North Melbourne Kangaroos,1991-07-20,1991,45352.0,29.0,45852.0,5.0,45852,134
1991-07-20|18|Hawthorn Hawks|Richmond Tigers,1991-07-20,1991,45661.0,28.0,45661.0,2.0,45607,100
1991-07-20|18|Melbourne Demons|St Kilda Saints,1991-07-20,1991,45939.0,32.0,45679.0,5.0,45939,117
1991-07-21|18|Adelaide Crows|Sydney Swans,1991-07-21,1991,45675.0,35.0,45621.0,6.0,45675,137
1991-07-21|18|Brisbane Bears|Carlton Blues,1991-07-21,1991,45380.0,30.0,,,45380,85
1991-07-21|18|Geelong Cats|Western Bulldogs,1991-07-21,1991,45596.0,31.0,45596.0,3.0,45596,116
1991-07-26|19|North Melbourne Kangaroos|West Coast Eagles,1991-07-26,1991,45862.0,28.0,45849.0,4.0,45840,112
1991-07-27|19|Brisbane Bears|Geelong Cats,1991-07-27,1991,45596.0,33.0,45596.0,5.0,45596,134
1991-07-27|19|Carlton Blues|Melbourne Demons,1991-07-27,1991,45823.0,28.0,45698.0,2.0,45698,100
1991-07-27|19|Collingwood Magpies|St Kilda Saints,1991-07-27,1991,45386.0,34.0,45577.0,2.0,45386,117
1991-07-27|19|Fitzroy Lions|Western Bulldogs,1991-07-27,1991,45672.0,28.0,45553.0,2.0,45384,96
1991-07-28|19|Adelaide Crows|Essendon Bombers,1991-07-28,1991,45516.0,23.0,45516.0,2.0,45852,115
1991-07-28|19|Richmond Tigers|Sydney Swans,1991-07-28,1991,45661.0,30.0,45769.0,5.0,45769,139
1991-08-03|20|Brisbane Bears|Collingwood Magpies,1991-08-03,1991,45325.0,34.0,45970.0,1.0,45325,118
1991-08-03|20|Carlton Blues|Geelong Cats,1991-08-03,1991,45380.0,32.0,45705.0,2.0,45380,106
1991-08-03|20|Essendon Bombers|Sydney Swans,1991-08-03,1991,45852.0,25.0,45516.0,3.0,45852,123
1991-08-03|20|Hawthorn Hawks|Western Bulldogs,1991-08-03,1991,45672.0,34.0,45622.0,2.0,45607,105
1991-08-03|20|Melbourne Demons|North Melbourne Kangaroos,1991-08-03,1991,45846.0,19.0,45684.0,7.0,45877,84
1991-08-04|20|Adelaide Crows|West Coast Eagles,1991-08-04,1991,45702.0,24.0,45711.0,3.0,45702,97
1991-08-04|20|Fitzroy Lions|Richmond Tigers,1991-08-04,1991,45384.0,32.0,45384.0,3.0,45384,116
1991-08-09|21|Geelong Cats|West Coast Eagles,1991-08-09,1991,45596.0,34.0,45586.0,1.0,45586,114
1991-08-10|21|Adelaide Crows|Western Bulldogs,1991-08-10,1991,45553.0,27.0,45621.0,1.0,45553,107
1991-08-10|21|Brisbane Bears|Essendon Bombers,1991-08-10,1991,45352.0,36.0,45352.0,4.0,45352,135
1991-08-10|21|Carlton Blues|St Kilda Saints,1991-08-10,1991,45577.0,27.0,45679.0,13.0,45679,168
1991-08-10|21|Collingwood Magpies|Melbourne Demons,1991-08-10,1991,45455.0,33.0,45970.0,1.0,45455,116
1991-08-10|21|Fitzroy Lions|Hawthorn Hawks,1991-08-10,1991,45607.0,32.0,45607.0,5.0,45607,139
1991-08-11|21|North Melbourne Kangaroos|Sydney Swans,1991-08-11,1991,45849.0,29.0,45684.0,7.0,45684,122
1991-08-16|22|Adelaide Crows|St Kilda Saints,1991-08-16,1991,45621.0,21.0,45679.0,10.0,45679,159
1991-08-17|22|Carlton Blues|Essendon Bombers,1991-08-17,1991,45380.0,24.0,45352.0,2.0,45852,115
1991-08-17|22|Fitzroy Lions|North Melbourne Kangaroos,1991-08-17,1991,45361.0,31.0,45320.0,5.0,45320,113
1991-08-17|22|Geelong Cats|Sydney Swans,1991-08-17,1991,45596.0,30.0,45478.0,3.0,45596,105
1991-08-17|22|Richmond Tigers|Western Bulldogs,1991-08-17,1991,45647.0,28.0,45553.0,2.0,45647,110
1991-08-18|22|Brisbane Bears|Melbourne Demons,1991-08-18,1991,45325.0,27.0,45351.0,5.0,45417,109
1991-08-18|22|Hawthorn Hawks|West Coast Eagles,1991-08-18,1991,45670.0,27.0,45616.0,2.0,45670,104
1991-08-23|23|Fitzroy Lions|Sydney Swans,1991-08-23,1991,45671.0,25.0,45671.0,5.0,45671,132
1991-08-24|23|Brisbane Bears|St Kilda Saints,1991-08-24,1991,45393.0,35.0,45682.0,7.0,45682,128
1991-08-24|23|Carlton Blues|Hawthorn Hawks,1991-08-24,1991,45385.0,23.0,45607.0,3.0,45607,83
1991-08-24|23|Collingwood Magpies|Richmond Tigers,1991-08-24,1991,45661.0,25.0,45929.0,2.0,45970,96
1991-08-24|23|Geelong Cats|North Melbourne Kangaroos,1991-08-24,1991,45849.0,31.0,45478.0,2.0,45849,110
1991-08-25|23|Essendon Bombers|West Coast Eagles,1991-08-25,1991,45711.0,24.0,45670.0,3.0,45852,116
1991-08-25|23|Melbourne Demons|Western Bulldogs,1991-08-25,1991,45672.0,36.0,45553.0,2.0,45672,107
1991-08-31|24|Brisbane Bears|Western Bulldogs,1991-08-31,1991,45672.0,30.0,45553.0,2.0,45672,88
1991-08-31|24|Carlton Blues|Richmond Tigers,1991-08-31,1991,45385.0,24.0,45647.0,4.0,45647,98
1991-08-31|24|Collingwood Magpies|Geelong Cats,1991-08-31,1991,45455.0,22.0,45478.0,1.0,45386,146
1991-08-31|24|Essendon Bombers|Hawthorn Hawks,1991-08-31,1991,45550.0,27.0,45550.0,2.0,45550,131
1991-08-31|24|Fitzroy Lions|West Coast Eagles,1991-08-31,1991,45384.0,17.0,45616.0,2.0,45728,60
1991-08-31|24|St Kilda Saints|Sydney Swans,1991-08-31,1991,45671.0,27.0,45679.0,11.0,45679,140
1991-09-01|24|Adelaide Crows|North Melbourne Kangaroos,1991-09-01,1991,45846.0,26.0,45621.0,8.0,45621,123
1991-09-07|EF|Essendon Bombers|Melbourne Demons,1991-09-07,1991,45351.0,20.0,45351.0,2.0,45939,91
1991-09-08|EF|Geelong Cats|St Kilda Saints,1991-09-08,1991,45577.0,29.0,45679.0,9.0,45679,133
1991-09-08|QF|Hawthorn Hawks|West Coast Eagles,1991-09-08,1991,45550.0,24.0,45607.0,3.0,45711,96
1991-09-14|SF|Geelong Cats|Hawthorn Hawks,1991-09-14,1991,45906.0,25.0,45596.0,3.0,45906,119
1991-09-15|SF|Melbourne Demons|West Coast Eagles,1991-09-15,1991,45616.0,25.0,45586.0,3.0,45616,99
1991-09-21|PF|Geelong Cats|West Coast Eagles,1991-09-21,1991,45711.0,23.0,45670.0,2.0,45616,102
1991-09-28|GF|Hawthorn Hawks|West Coast Eagles,1991-09-28,1991,45728.0,24.0,45586.0,4.0,45711,99
1992-03-21|1|Brisbane Bears|Carlton Blues,1992-03-21,1992,45385.0,18.0,45879.0,2.0,45417,75
1992-03-21|1|Geelong Cats|Hawthorn Hawks,1992-03-21,1992,45867.0,24.0,45607.0,3.0,45622,81
1992-03-22|1|Adelaide Crows|Western Bulldogs,1992-03-22,1992,45353.0,26.0,45650.0,3.0,45672,78
1992-03-22|1|Essendon Bombers|St Kilda Saints,1992-03-22,1992,45577.0,32.0,45679.0,7.0,45682,118
1992-03-28|2|Brisbane Bears|Collingwood Magpies,1992-03-28,1992,45386.0,28.0,45953.0,2.0,45386,97
1992-03-28|2|Carlton Blues|Hawthorn Hawks,1992-03-28,1992,45380.0,28.0,45879.0,8.0,45879,126
1992-03-28|2|Geelong Cats|Melbourne Demons,1992-03-28,1992,45596.0,31.0,45351.0,2.0,45596,109
1992-03-28|2|North Melbourne Kangaroos|Richmond Tigers,1992-03-28,1992,45661.0,31.0,45684.0,6.0,45537,106
1992-03-29|2|Essendon Bombers|Fitzroy Lions,1992-03-29,1992,45384.0,31.0,45352.0,5.0,45384,112
1992-03-29|2|St Kilda Saints|Western Bulldogs,1992-03-29,1992,45577.0,44.0,45553.0,4.0,45577,148
1992-03-29|2|Sydney Swans|West Coast Eagles,1992-03-29,1992,45671.0,29.0,45586.0,3.0,45711,113
1992-04-04|3|Adelaide Crows|Melbourne Demons,1992-04-04,1992,45353.0,23.0,45621.0,5.0,45920,89
1992-04-04|3|Collingwood Magpies|Sydney Swans,1992-04-04,1992,45636.0,35.0,45455.0,2.0,45636,132
1992-04-04|3|Hawthorn Hawks|North Melbourne Kangaroos,1992-04-04,1992,45550.0,23.0,45607.0,3.0,45550,115
1992-04-05|3|Brisbane Bears|Fitzroy Lions,1992-04-05,1992,45325.0,22.0,45325.0,3.0,45325,94
1992-04-05|3|Essendon Bombers|Western Bulldogs,1992-04-05,1992,45683.0,28.0,45650.0,2.0,45683,110
1992-04-05|3|Geelong Cats|Richmond Tigers,1992-04-05,1992,45867.0,31.0,45867.0,7.0,45867,151
1992-04-05|3|St Kilda Saints|West Coast Eagles,1992-04-05,1992,45520.0,27.0,45745.0,6.0,45670,108
1992-04-10|4|Carlton Blues|North Melbourne Kangaroos,1992-04-10,1992,45380.0,35.0,45473.0,5.0,45380,121
1992-04-11|4|Adelaide Crows|Fitzroy Lions,1992-04-11,1992,45384.0,33.0,45384.0,3.0,45384,142
1992-04-11|4|Collingwood Magpies|Essendon Bombers,1992-04-11,1992,45455.0,24.0,45352.0,5.0,45352,111
1992-04-11|4|Hawthorn Hawks|St Kilda Saints,1992-04-11,1992,45622.0,31.0,45679.0,6.0,45520,94
1992-04-11|4|Melbourne Demons|Richmond Tigers,1992-04-11,1992,45661.0,39.0,45351.0,1.0,45661,125
1992-04-12|4|Geelong Cats|West Coast Eagles,1992-04-12,1992,45637.0,24.0,45670.0,2.0,45906,104
1992-04-12|4|Sydney Swans|Western Bulldogs,1992-04-12,1992,45636.0,29.0,45553.0,3.0,45671,118
1992-04-18|5|Brisbane Bears|West Coast Eagles,1992-04-18,1992,45637.0,31.0,45325.0,3.0,45325,125
1992-04-18|5|Carlton Blues|Sydney Swans,1992-04-18,1992,45671.0,22.0,,,45636,83
1992-04-18|5|Essendon Bombers|Hawthorn Hawks,1992-04-18,1992,45352.0,27.0,45852.0,6.0,45852,149
1992-04-18|5|North Melbourne Kangaroos|Western Bulldogs,1992-04-18,1992,45846.0,34.0,45553.0,4.0,45846,124
1992-04-19|5|Adelaide Crows|Richmond Tigers,1992-04-19,1992,45661.0,31.0,45613.0,3.0,45661,110
1992-04-20|5|Collingwood Magpies|Melbourne Demons,1992-04-20,1992,45939.0,23.0,45953.0,3.0,45351,98
1992-04-20|5|Fitzroy Lions|St Kilda Saints,1992-04-20,1992,45520.0,32.0,45679.0,3.0,45682,138
1992-04-24|6|North Melbourne Kangaroos|Sydney Swans,1992-04-24,1992,45671.0,26.0,45408.0,3.0,45408,112
1992-04-25|6|Carlton Blues|St Kilda Saints,1992-04-25,1992,45520.0,30.0,45679.0,6.0,45682,121
1992-04-25|6|Collingwood Magpies|Hawthorn Hawks,1992-04-25,1992,45622.0,26.0,45622.0,3.0,45622,124
1992-04-25|6|Essendon Bombers|Melbourne Demons,1992-04-25,1992,45683.0,28.0,45852.0,7.0,45852,149
1992-04-26|6|Adelaide Crows|Brisbane Bears,1992-04-26,1992,45575.0,30.0,45613.0,3.0,45575,98
1992-04-26|6|Fitzroy Lions|Geelong Cats,1992-04-26,1992,45384.0,27.0,45906.0,3.0,45906,127
1992-04-26|6|Richmond Tigers|West Coast Eagles,1992-04-26,1992,45769.0,27.0,45616.0,1.0,45769,101
1992-05-02|7|Adelaide Crows|St Kilda Saints,1992-05-02,1992,45520.0,30.0,45679.0,10.0,45679,143
1992-05-02|7|Collingwood Magpies|North Melbourne Kangaroos,1992-05-02,1992,45386.0,33.0,45862.0,2.0,45386,127
1992-05-02|7|Hawthorn Hawks|Richmond Tigers,1992-05-02,1992,45403.0,38.0,45403.0,2.0,45403,122
1992-05-02|7|Melbourne Demons|Sydney Swans,1992-05-02,1992,45636.0,26.0,45698.0,3.0,45698,101
1992-05-03|7|Brisbane Bears|Geelong Cats,1992-05-03,1992,45906.0,26.0,45829.0,3.0,45906,135
1992-05-03|7|Carlton Blues|Western Bulldogs,1992-05-03,1992,45385.0,29.0,45650.0,6.0,45650,100
1992-05-03|7|Fitzroy Lions|West Coast Eagles,1992-05-03,1992,45616.0,25.0,45361.0,2.0,45616,115
1992-05-07|8|Carlton Blues|Collingwood Magpies,1992-05-07,1992,45380.0,30.0,45879.0,4.0,45385,97
1992-05-08|8|Brisbane Bears|Sydney Swans,1992-05-08,1992,45636.0,21.0,45417.0,1.0,45987,85
1992-05-09|8|Adelaide Crows|Geelong Cats,1992-05-09,1992,45675.0,30.0,45906.0,4.0,45675,110
1992-05-09|8|Essendon Bombers|North Melbourne Kangaroos,1992-05-09,1992,45849.0,28.0,45684.0,7.0,45862,116
1992-05-09|8|Fitzroy Lions|Richmond Tigers,1992-05-09,1992,45403.0,23.0,45695.0,6.0,45769,103
1992-05-09|8|Melbourne Demons|St Kilda Saints,1992-05-09,1992,45577.0,32.0,45860.0,4.0,45860,124
1992-05-10|8|West Coast Eagles|Western Bulldogs,1992-05-10,1992,45702.0,26.0,45586.0,7.0,45586,121
1992-05-15|9|Fitzroy Lions|North Melbourne Kangaroos,1992-05-15,1992,45361.0,29.0,45684.0,5.0,45361,120
1992-05-16|9|Carlton Blues|West Coast Eagles,1992-05-16,1992,45380.0,27.0,45879.0,8.0,45879,113
1992-05-16|9|Essendon Bombers|Geelong Cats,1992-05-16,1992,45683.0,24.0,45867.0,6.0,45906,121
1992-05-16|9|Hawthorn Hawks|Melbourne Demons,1992-05-16,1992,45622.0,24.0,45607.0,3.0,45607,85
1992-05-17|9|Adelaide Crows|Collingwood Magpies,1992-05-17,1992,45884.0,27.0,45752.0,5.0,45884,107
1992-05-17|9|Brisbane Bears|Western Bulldogs,1992-05-17,1992,45672.0,36.0,45553.0,3.0,45672,102
1992-05-17|9|Richmond Tigers|Sydney Swans,1992-05-17,1992,45403.0,33.0,45769.0,5.0,45403,115
1992-05-22|10|Adelaide Crows|West Coast Eagles,1992-05-22,1992,45353.0,34.0,45752.0,5.0,45353,106
1992-05-23|10|Brisbane Bears|St Kilda Saints,1992-05-23,1992,45679.0,20.0,45679.0,12.0,45679,170
1992-05-23|10|Carlton Blues|Essendon Bombers,1992-05-23,1992,45380.0,31.0,45380.0,2.0,45380,123
1992-05-23|10|Collingwood Magpies|Geelong Cats,1992-05-23,1992,45867.0,26.0,45867.0,2.0,45867,100
1992-05-23|10|Melbourne Demons|North Melbourne Kangaroos,1992-05-23,1992,45690.0,32.0,45684.0,5.0,45690,126
1992-05-23|10|Richmond Tigers|Western Bulldogs,1992-05-23,1992,45661.0,25.0,45650.0,3.0,45661,103
1992-05-24|10|Hawthorn Hawks|Sydney Swans,1992-05-24,1992,45622.0,31.0,45622.0,2.0,45622,122
1992-05-30|11|Brisbane Bears|Richmond Tigers,1992-05-30,1992,45714.0,35.0,45769.0,4.0,45325,118
1992-05-30|11|Carlton Blues|Melbourne Demons,1992-05-30,1992,45385.0,30.0,45370.0,1.0,45690,93
1992-05-30|11|Collingwood Magpies|Fitzroy Lions,1992-05-30,1992,45386.0,21.0,45695.0,3.0,45386,85
1992-05-30|11|Geelong Cats|St Kilda Saints,1992-05-30,1992,45596.0,32.0,45682.0,6.0,45906,119
1992-05-31|11|Adelaide Crows|North Melbourne Kangaroos,1992-05-31,1992,45849.0,27.0,45408.0,3.0,45827,105
1992-05-31|11|Essendon Bombers|Sydney Swans,1992-05-31,1992,45636.0,24.0,45891.0,3.0,45891,84
1992-05-31|11|Hawthorn Hawks|Western Bulldogs,1992-05-31,1992,45622.0,24.0,45553.0,2.0,45553,82
1992-06-05|12|North Melbourne Kangaroos|West Coast Eagles,1992-06-05,1992,45637.0,28.0,45684.0,3.0,45637,117
1992-06-06|12|Essendon Bombers|Richmond Tigers,1992-06-06,1992,45403.0,25.0,45891.0,5.0,45891,105
1992-06-06|12|Fitzroy Lions|Western Bulldogs,1992-06-06,1992,45672.0,28.0,45553.0,4.0,45384,97
1992-06-07|12|Brisbane Bears|Melbourne Demons,1992-06-07,1992,45690.0,26.0,46040.0,2.0,45690,105
1992-06-07|12|Carlton Blues|Geelong Cats,1992-06-07,1992,45380.0,30.0,45741.0,3.0,45380,108
1992-06-08|12|Adelaide Crows|Hawthorn Hawks,1992-06-08,1992,45622.0,29.0,45607.0,3.0,45622,145
1992-06-08|12|Collingwood Magpies|St Kilda Saints,1992-06-08,1992,45393.0,29.0,45682.0,3.0,45393,109
1992-06-13|13|Adelaide Crows|Carlton Blues,1992-06-13,1992,45380.0,27.0,45473.0,4.0,45827,101
1992-06-13|13|Fitzroy Lions|Hawthorn Hawks,1992-06-13,1992,45622.0,34.0,45550.0,3.0,45550,99
1992-06-13|13|Geelong Cats|North Melbourne Kangaroos,1992-06-13,1992,45877.0,26.0,45684.0,6.0,45877,106
1992-06-13|13|St Kilda Saints|Sydney Swans,1992-06-13,1992,45520.0,33.0,45679.0,15.0,45679,209
1992-06-14|13|Brisbane Bears|Essendon Bombers,1992-06-14,1992,45575.0,27.0,45852.0,4.0,45575,116
1992-06-14|13|Collingwood Magpies|West Coast Eagles,1992-06-14,1992,45637.0,26.0,45586.0,2.0,45755,117
1992-06-14|13|Melbourne Demons|Western Bulldogs,1992-06-14,1992,45690.0,28.0,45553.0,3.0,45690,116
1992-06-19|14|Brisbane Bears|North Melbourne Kangaroos,1992-06-19,1992,45325.0,27.0,45684.0,7.0,45684,123
1992-06-20|14|Carlton Blues|Fitzroy Lions,1992-06-20,1992,45384.0,29.0,45380.0,2.0,45384,109
1992-06-20|14|Hawthorn Hawks|West Coast Eagles,1992-06-20,1992,45702.0,29.0,45670.0,1.0,45702,112
1992-06-20|14|Richmond Tigers|St Kilda Saints,1992-06-20,1992,45661.0,34.0,45682.0,8.0,45682,160
1992-06-21|14|Adelaide Crows|Essendon Bombers,1992-06-21,1992,45353.0,26.0,45852.0,9.0,45852,112
1992-06-21|14|Collingwood Magpies|Western Bulldogs,1992-06-21,1992,45672.0,25.0,45845.0,4.0,45672,93
1992-06-21|14|Geelong Cats|Sydney Swans,1992-06-21,1992,45596.0,25.0,45867.0,4.0,45636,96
1992-06-26|15|Adelaide Crows|Sydney Swans,1992-06-26,1992,45675.0,27.0,45675.0,3.0,45353,91
1992-06-27|15|Carlton Blues|Richmond Tigers,1992-06-27,1992,45385.0,25.0,45403.0,4.0,45403,143
1992-06-27|15|Essendon Bombers|West Coast Eagles,1992-06-27,1992,45702.0,24.0,45711.0,3.0,45702,108
1992-06-27|15|North Melbourne Kangaroos|St Kilda Saints,1992-06-27,1992,45520.0,34.0,45679.0,9.0,45679,135
1992-06-28|15|Brisbane Bears|Hawthorn Hawks,1992-06-28,1992,45325.0,23.0,45325.0,3.0,45325,115
1992-06-28|15|Fitzroy Lions|Melbourne Demons,1992-06-28,1992,45939.0,31.0,45698.0,4.0,45698,117
1992-06-28|15|Geelong Cats|Western Bulldogs,1992-06-28,1992,45596.0,30.0,45553.0,3.0,45741,100
1992-07-03|16|Melbourne Demons|West Coast Eagles,1992-07-03,1992,45698.0,27.0,45860.0,2.0,45698,98
1992-07-04|16|Adelaide Crows|Western Bulldogs,1992-07-04,1992,45672.0,37.0,45553.0,4.0,45672,144
1992-07-04|16|Brisbane Bears|Carlton Blues,1992-07-04,1992,45385.0,25.0,45961.0,4.0,45417,85
1992-07-04|16|Collingwood Magpies|Richmond Tigers,1992-07-04,1992,45661.0,30.0,45845.0,6.0,45386,110
1992-07-04|16|Essendon Bombers|St Kilda Saints,1992-07-04,1992,45393.0,31.0,45852.0,3.0,45393,114
1992-07-04|16|Geelong Cats|Hawthorn Hawks,1992-07-04,1992,45622.0,19.0,45607.0,3.0,45622,91
1992-07-05|16|Fitzroy Lions|Sydney Swans,1992-07-05,1992,45636.0,24.0,45671.0,2.0,45361,77
1992-07-11|17|Brisbane Bears|Collingwood Magpies,1992-07-11,1992,45755.0,18.0,45845.0,4.0,45845,89
1992-07-11|17|Carlton Blues|Hawthorn Hawks,1992-07-11,1992,45385.0,19.0,45380.0,1.0,45550,77
1992-07-11|17|Geelong Cats|Melbourne Demons,1992-07-11,1992,45690.0,25.0,45741.0,2.0,45335,89
1992-07-11|17|North Melbourne Kangaroos|Richmond Tigers,1992-07-11,1992,45769.0,30.0,45929.0,5.0,45408,103
1992-07-11|17|St Kilda Saints|Western Bulldogs,1992-07-11,1992,45577.0,38.0,45679.0,6.0,45577,124
1992-07-12|17|Essendon Bombers|Fitzroy Lions,1992-07-12,1992,45352.0,21.0,45852.0,3.0,45891,86
1992-07-12|17|Sydney Swans|West Coast Eagles,1992-07-12,1992,45490.0,34.0,45711.0,3.0,45490,101
1992-07-17|18|Collingwood Magpies|Sydney Swans,1992-07-17,1992,45636.0,27.0,45531.0,2.0,45755,103
1992-07-18|18|Brisbane Bears|Fitzroy Lions,1992-07-18,1992,45384.0,28.0,45325.0,1.0,45384,91
