match_id,match_date,season,round,home_team,away_team,venue,home_score,away_score,target_home_win,target_draw,target_result,target_margin,home_win_rate_last5,away_win_rate_last5,home_avg_score_for_last5,away_avg_score_for_last5,home_avg_score_against_last5,away_avg_score_against_last5,home_win_streak,away_win_streak,home_rest_days,away_rest_days,home_ladder_points_prior,away_ladder_points_prior,home_ladder_position_prior,away_ladder_position_prior,ladder_points_diff,h2h_home_win_rate_prior,h2h_games_prior
12074,1990-06-02,1990,10,Fitzroy Lions,Hawthorn Hawks,Princes Park,103,89,1,0,W,14,0.2,0.8,78.4,94.6,114.2,76.4,0,1,7.0,7.0,8,24,13.0,5.0,-16,0.25,12
14135,1990-06-02,1990,10,Richmond Tigers,carlton blues,Melbourne Cricket Ground,108,85,1,0,W,23,0.6,0.8,105.2,115.4,88.4,89.8,1,2,6.0,295.0,12,0,11.0,,12,0.0,2
14510,1990-06-02,1990,10,St Kilda Saints,Brisbane Bears,People First Stadium,148,71,1,0,W,77,0.4,0.2,101.0,71.2,103.2,122.2,0,0,7.0,7.0,20,8,6.0,14.0,12,0.4,5
12494,1990-06-03,1990,10,Geelong Cats,Western Bulldogs,GMHBA Stadium,96,94,1,0,W,2,0.4,0.8,102.6,95.0,95.2,72.8,0,1,7.0,8.0,16,20,9.0,8.0,-4,0.6,10
14894,1990-06-03,1990,10,Sydney Swans,Essendon Bombers,Sydney Cricket Ground,74,164,0,0,L,-90,0.4,0.6,84.0,98.8,110.8,93.2,0,2,7.0,8.0,8,24,13.0,4.0,-16,0.6153846153846154,13
11681,1990-06-09,1990,11,Essendon Bombers,west coast eagles,Windy Hill,99,60,1,0,W,39,0.8,0.4,115.4,98.2,90.2,106.0,3,0,6.0,378.0,28,0,1.0,,28,,0
12905,1990-06-09,1990,11,Hawthorn Hawks,Sydney Swans,Princes Park,132,83,1,0,W,49,0.6,0.4,88.4,85.4,89.4,118.0,0,0,7.0,6.0,24,8,6.0,13.0,16,0.8461538461538461,13
14511,1990-06-09,1990,11,St Kilda Saints,Geelong Cats,Waverley Park,104,112,0,0,L,-8,0.6,0.4,112.4,104.0,99.0,97.8,1,1,7.0,6.0,24,20,6.0,9.0,4,0.18181818181818182,11
10506,1990-06-10,1990,11,Brisbane Bears,Collingwood Magpies,People First Stadium,73,107,0,0,L,-34,0.2,0.6,73.2,114.6,126.8,84.8,0,3,8.0,8.0,8,28,14.0,5.0,-20,0.0,5
12075,1990-06-11,1990,11,Fitzroy Lions,North Melbourne Kangaroos,Princes Park,78,100,0,0,L,-22,0.4,0.2,86.2,96.0,103.4,116.0,1,1,9.0,10.0,12,12,12.0,11.0,0,0.45454545454545453,11
13687,1990-06-11,1990,11,Melbourne Demons,Carlton Blues,Melbourne Cricket Ground,99,93,1,0,W,6,0.4,0.8,89.6,113.8,88.2,87.6,0,4,9.0,16.0,28,20,3.0,8.0,8,0.42857142857142855,14
15587,1990-06-11,1990,11,Western Bulldogs,richmond tigers,Western Oval,96,82,1,0,W,14,0.6,0.2,93.2,92.8,76.8,110.8,0,0,8.0,373.0,20,0,9.0,,20,1.0,1
15188,1990-06-15,1990,12,West Coast Eagles,hawthorn hawks,WACA,105,82,1,0,W,23,0.6,0.6,97.6,122.8,91.6,82.0,0,0,14.0,41.0,28,0,5.0,16.0,28,,0
10899,1990-06-16,1990,12,Carlton Blues,Brisbane Bears,Princes Park,158,89,1,0,W,69,0.8,0.2,117.2,71.8,86.8,118.0,0,0,5.0,6.0,20,8,9.0,14.0,12,0.5,4
11682,1990-06-16,1990,12,Essendon Bombers,north melbourne kangaroos,Windy Hill,124,94,1,0,W,30,0.8,0.2,115.0,88.4,87.2,103.6,4,0,7.0,357.0,32,0,1.0,,32,,0
12496,1990-06-16,1990,12,Geelong Cats,Collingwood Magpies,Waverley Park,88,99,0,0,L,-11,0.4,0.8,96.2,121.0,102.6,79.2,2,4,7.0,6.0,24,32,9.0,2.0,-8,0.4166666666666667,12
14137,1990-06-16,1990,12,Richmond Tigers,St Kilda Saints,Melbourne Cricket Ground,128,108,1,0,W,20,0.6,0.4,98.2,112.4,92.6,101.2,2,0,14.0,7.0,16,24,11.0,6.0,-8,0.45454545454545453,11
14896,1990-06-17,1990,12,Sydney Swans,Fitzroy Lions,Sydney Cricket Ground,71,116,0,0,L,-45,0.2,0.4,82.4,91.8,125.8,107.0,0,0,8.0,6.0,8,12,13.0,12.0,-4,0.5833333333333334,12
15588,1990-06-17,1990,12,Western Bulldogs,Melbourne Demons,Western Oval,68,101,0,0,L,-33,0.6,0.6,96.0,90.8,83.2,87.2,1,1,6.0,6.0,24,32,8.0,3.0,-8,0.5,12
10508,1990-06-23,1990,13,Brisbane Bears,Essendon Bombers,People First Stadium,55,109,0,0,L,-54,0.0,1.0,70.4,121.6,132.0,83.8,0,5,7.0,7.0,8,36,14.0,1.0,-28,0.0,5
10900,1990-06-23,1990,13,Carlton Blues,Geelong Cats,Princes Park,123,104,1,0,W,19,0.8,0.4,122.2,97.4,84.0,103.2,1,0,7.0,7.0,24,24,7.0,9.0,0,0.6,10
13689,1990-06-23,1990,13,Melbourne Demons,st kilda saints,Melbourne Cricket Ground,99,132,0,0,L,-33,0.6,0.0,87.8,73.4,88.6,137.4,2,0,6.0,294.0,36,0,2.0,,36,,0
11292,1990-06-30,1990,13,Collingwood Magpies,Richmond Tigers,Victoria Park,101,42,1,0,W,59,1.0,0.8,122.4,110.2,78.0,93.6,5,3,14.0,14.0,36,20,2.0,10.0,16,0.75,12
12907,1990-06-30,1990,13,Hawthorn Hawks,Western Bulldogs,Waverley Park,73,91,0,0,L,-18,0.6,0.4,93.2,92.2,90.4,86.4,1,0,21.0,13.0,28,24,5.0,8.0,4,0.6923076923076923,13
13291,1990-06-30,1990,13,North Melbourne Kangaroos,sydney swans,Melbourne Cricket Ground,131,41,1,0,W,90,0.4,0.6,95.4,92.4,105.0,110.2,2,1,19.0,91.0,16,4,11.0,16.0,12,,0
15189,1990-07-01,1990,13,West Coast Eagles,Fitzroy Lions,Domain Stadium,128,91,1,0,W,37,0.6,0.4,98.0,90.8,94.4,100.6,1,1,16.0,14.0,32,16,4.0,12.0,16,0.4,5
14139,1990-07-06,1990,14,Richmond Tigers,Brisbane Bears,Melbourne Cricket Ground,153,71,1,0,W,82,0.6,0.0,99.4,68.8,97.4,129.4,0,0,6.0,13.0,20,8,11.0,14.0,12,0.16666666666666666,6
11293,1990-07-07,1990,14,Collingwood Magpies,West Coast Eagles,Victoria Park,102,76,1,0,W,26,1.0,0.8,118.6,111.4,71.4,89.4,6,2,7.0,6.0,40,36,2.0,3.0,4,0.4,5
12078,1990-07-07,1990,14,Fitzroy Lions,Essendon Bombers,Princes Park,61,144,0,0,L,-83,0.4,1.0,94.0,124.0,102.2,79.2,0,6,6.0,14.0,16,40,12.0,2.0,-24,0.46153846153846156,13
12908,1990-07-07,1990,14,Hawthorn Hawks,geelong cats,Waverley Park,118,50,1,0,W,68,0.4,0.4,89.0,109.4,90.2,97.4,0,0,7.0,434.0,28,0,5.0,,28,0.6666666666666666,3
13690,1990-07-07,1990,14,Melbourne Demons,North Melbourne Kangaroos,Melbourne Cricket Ground,73,200,0,0,L,-127,0.4,0.6,81.0,104.6,99.0,95.8,0,3,14.0,7.0,36,20,4.0,11.0,16,0.38461538461538464,13
14514,1990-07-07,1990,14,St Kilda Saints,Western Bulldogs,People First Stadium,78,85,0,0,L,-7,0.4,0.6,113.4,94.8,102.6,81.6,0,1,21.0,7.0,24,28,8.0,7.0,-4,0.2857142857142857,14
14898,1990-07-08,1990,14,Sydney Swans,carlton blues,Sydney Cricket Ground,90,162,0,0,L,-72,0.2,0.6,79.0,101.2,129.8,93.8,0,0,21.0,36.0,8,0,13.0,19.0,8,1.0,1
15191,1990-07-13,1990,15,West Coast Eagles,St Kilda Saints,WACA,108,90,1,0,W,18,0.6,0.2,102.2,110.2,97.2,104.0,0,0,6.0,6.0,36,24,3.0,9.0,12,0.3333333333333333,3
11294,1990-07-14,1990,15,Collingwood Magpies,carlton blues,Waverley Park,113,59,1,0,W,54,1.0,0.6,103.8,108.8,67.4,95.0,7,1,7.0,6.0,44,4,2.0,16.0,40,0.3333333333333333,3
12499,1990-07-14,1990,15,Geelong Cats,Melbourne Demons,GMHBA Stadium,113,103,1,0,W,10,0.4,0.4,98.6,86.0,106.4,120.6,0,0,21.0,7.0,24,36,10.0,4.0,-12,0.5384615384615384,13
12909,1990-07-14,1990,15,Hawthorn Hawks,Essendon Bombers,Princes Park,67,142,0,0,L,-75,0.6,1.0,100.8,128.0,75.0,68.8,1,7,7.0,7.0,32,44,5.0,2.0,-12,0.5789473684210527,19
13293,1990-07-14,1990,15,North Melbourne Kangaroos,richmond tigers,Melbourne Cricket Ground,144,100,1,0,W,44,0.8,0.2,129.0,87.2,91.6,104.8,4,0,7.0,33.0,24,0,9.0,19.0,24,0.0,1
15591,1990-07-14,1990,15,Western Bulldogs,Sydney Swans,Western Oval,112,96,1,0,W,16,0.6,0.0,86.8,75.6,86.0,142.6,2,0,7.0,6.0,32,8,6.0,13.0,24,0.45454545454545453,11
10510,1990-07-15,1990,15,Brisbane Bears,Fitzroy Lions,People First Stadium,111,62,1,0,W,49,0.0,0.4,71.8,89.8,135.0,106.4,0,0,9.0,8.0,8,16,14.0,12.0,-8,0.25,4
15192,1990-07-20,1990,16,West Coast Eagles,Western Bulldogs,WACA,109,66,1,0,W,43,0.6,0.8,101.4,90.4,96.6,86.0,1,3,7.0,6.0,40,36,3.0,5.0,4,0.75,4
10903,1990-07-21,1990,16,Carlton Blues,St Kilda Saints,Princes Park,123,108,1,0,W,15,0.8,0.2,124.6,105.6,86.6,100.8,2,0,28.0,8.0,28,24,8.0,10.0,4,0.875,8
11686,1990-07-21,1990,16,Essendon Bombers,Melbourne Demons,Windy Hill,106,114,0,0,L,-8,1.0,0.4,123.6,95.0,67.4,121.2,8,0,7.0,7.0,48,36,1.0,4.0,12,0.8461538461538461,13
12080,1990-07-21,1990,16,Fitzroy Lions,Geelong Cats,Waverley Park,108,81,1,0,W,27,0.2,0.6,81.6,102.6,110.8,104.6,0,1,6.0,7.0,16,28,12.0,9.0,-12,0.5,12
14141,1990-07-21,1990,16,Richmond Tigers,Hawthorn Hawks,Melbourne Cricket Ground,68,159,0,0,L,-91,0.8,0.4,114.0,95.8,85.0,93.8,1,0,15.0,7.0,24,32,11.0,6.0,-8,0.15384615384615385,13
13294,1990-07-22,1990,16,North Melbourne Kangaroos,brisbane bears,Melbourne Cricket Ground,90,54,1,0,W,36,1.0,0.5,138.6,98.75,76.4,117.0,5,1,8.0,330.0,28,0,8.0,,28,0.5,2
14900,1990-07-22,1990,16,Sydney Swans,Collingwood Magpies,Sydney Cricket Ground,123,147,0,0,L,-24,0.0,1.0,82.8,104.4,137.2,67.6,0,8,8.0,8.0,8,48,14.0,2.0,-40,0.45454545454545453,11
10904,1990-07-28,1990,17,Carlton Blues,West Coast Eagles,Princes Park,101,132,0,0,L,-31,0.8,0.8,124.0,105.2,96.4,86.2,3,2,7.0,8.0,32,44,8.0,3.0,-12,0.4,5
11687,1990-07-28,1990,17,Essendon Bombers,richmond tigers,Waverley Park,125,46,1,0,W,79,0.8,0.0,125.0,84.4,78.2,116.4,0,0,7.0,14.0,48,0,2.0,19.0,48,1.0,1
12501,1990-07-28,1990,17,Geelong Cats,North Melbourne Kangaroos,GMHBA Stadium,110,131,0,0,L,-21,0.4,1.0,99.6,133.0,107.4,69.2,0,6,7.0,6.0,28,32,9.0,7.0,-4,0.4166666666666667,12
13693,1990-07-28,1990,17,Melbourne Demons,Fitzroy Lions,Melbourne Cricket Ground,109,90,1,0,W,19,0.4,0.4,98.0,87.6,123.8,107.0,1,1,7.0,7.0,40,20,4.0,12.0,20,0.5833333333333334,12
14517,1990-07-28,1990,17,St Kilda Saints,Sydney Swans,People First Stadium,148,73,1,0,W,75,0.0,0.0,97.6,92.6,111.2,133.8,0,0,7.0,6.0,24,8,10.0,14.0,16,0.3076923076923077,13
10512,1990-07-29,1990,17,Brisbane Bears,Hawthorn Hawks,People First Stadium,95,110,0,0,L,-15,0.2,0.6,79.8,109.8,117.8,86.8,1,1,14.0,8.0,12,36,13.0,5.0,-24,0.16666666666666666,6
15593,1990-07-29,1990,17,Western Bulldogs,Collingwood Magpies,Melbourne Cricket Ground,96,93,1,0,W,3,0.6,1.0,84.4,112.4,91.4,77.6,0,9,9.0,7.0,36,52,7.0,2.0,-16,0.4166666666666667,12
13296,1990-08-03,1990,18,North Melbourne Kangaroos,Hawthorn Hawks,Melbourne Cricket Ground,98,108,0,0,L,-10,1.0,0.6,139.2,105.4,75.6,89.2,7,2,6.0,5.0,36,40,7.0,5.0,-4,0.16666666666666666,15
11297,1990-08-04,1990,18,Collingwood Magpies,St Kilda Saints,Victoria Park,117,49,1,0,W,68,0.8,0.2,111.2,106.4,79.2,103.4,0,1,6.0,7.0,52,28,2.0,9.0,24,0.9230769230769231,13
12082,1990-08-04,1990,18,Fitzroy Lions,Richmond Tigers,Princes Park,113,75,1,0,W,38,0.2,0.6,82.4,99.8,114.6,104.8,0,0,7.0,14.0,20,24,12.0,11.0,-4,0.42857142857142855,14
12502,1990-08-04,1990,18,Geelong Cats,Essendon Bombers,GMHBA Stadium,92,94,0,0,L,-2,0.2,0.8,99.2,125.2,112.8,68.6,0,1,7.0,7.0,28,52,10.0,2.0,-24,0.46153846153846156,13
13694,1990-08-04,1990,18,Melbourne Demons,Brisbane Bears,Waverley Park,73,60,1,0,W,13,0.4,0.2,99.6,84.2,128.2,118.4,2,0,7.0,6.0,44,12,5.0,13.0,32,0.8333333333333334,6
14902,1990-08-05,1990,18,Sydney Swans,West Coast Eagles,Sydney Cricket Ground,68,83,0,0,L,-15,0.0,0.8,90.6,110.6,137.0,90.0,0,3,8.0,8.0,8,48,14.0,3.0,-40,0.5,4
15594,1990-08-05,1990,18,Western Bulldogs,Carlton Blues,Western Oval,67,96,0,0,L,-29,0.8,0.6,90.0,119.6,89.8,106.4,1,0,7.0,8.0,40,32,6.0,8.0,8,0.5,13
10514,1990-08-11,1990,19,Brisbane Bears,Geelong Cats,People First Stadium,163,97,1,0,W,66,0.2,0.2,78.4,100.0,101.4,111.8,0,0,7.0,7.0,12,28,13.0,10.0,-16,0.3333333333333333,6
12083,1990-08-11,1990,19,Fitzroy Lions,western bulldogs,Princes Park,88,123,0,0,L,-35,0.4,0.1,86.8,86.2,104.0,103.0,1,0,7.0,343.0,24,0,12.0,,24,1.0,1
12913,1990-08-11,1990,19,Hawthorn Hawks,St Kilda Saints,Waverley Park,119,83,1,0,W,36,0.8,0.2,112.4,94.6,90.6,101.2,3,0,8.0,7.0,44,28,5.0,9.0,16,1.0,12
13695,1990-08-11,1990,19,Melbourne Demons,Sydney Swans,Melbourne Cricket Ground,173,106,1,0,W,67,0.6,0.0,94.4,90.0,113.8,130.4,3,0,7.0,6.0,48,8,5.0,14.0,40,0.5,14
11689,1990-08-12,1990,19,Essendon Bombers,Collingwood Magpies,Waverley Park,84,78,1,0,W,6,0.8,0.8,122.2,114.4,76.0,80.6,2,1,8.0,8.0,56,56,1.0,2.0,0,0.75,12
13297,1990-08-12,1990,19,North Melbourne Kangaroos,carlton blues,Melbourne Cricket Ground,89,55,1,0,W,34,0.8,0.6,132.6,102.0,89.0,96.8,0,0,9.0,29.0,36,4,7.0,17.0,32,0.0,1
15195,1990-08-12,1990,19,West Coast Eagles,Richmond Tigers,Domain Stadium,153,105,1,0,W,48,0.8,0.4,101.6,93.2,85.4,110.4,4,0,7.0,8.0,52,24,3.0,11.0,28,0.6,5
14904,1990-08-17,1990,20,Sydney Swans,Brisbane Bears,Sydney Cricket Ground,86,55,1,0,W,31,0.0,0.4,93.2,100.0,132.6,99.0,0,1,6.0,6.0,8,16,14.0,13.0,-8,0.6,5
10907,1990-08-18,1990,20,Carlton Blues,essendon bombers,Princes Park,107,87,1,0,W,20,0.8,0.6,120.2,82.8,100.0,77.0,1,0,13.0,735.0,36,0,8.0,,36,,0
12914,1990-08-18,1990,20,Hawthorn Hawks,Collingwood Magpies,Waverley Park,163,80,1,0,W,83,0.8,0.6,112.6,109.6,97.2,82.2,4,0,7.0,6.0,48,56,5.0,2.0,-8,0.8,10
14145,1990-08-18,1990,20,Richmond Tigers,Geelong Cats,Melbourne Cricket Ground,94,158,0,0,L,-64,0.2,0.2,88.6,98.6,119.4,119.8,0,0,6.0,7.0,24,28,11.0,10.0,-4,0.16666666666666666,12
14520,1990-08-18,1990,20,St Kilda Saints,Fitzroy Lions,People First Stadium,117,116,1,0,W,1,0.2,0.4,95.6,92.2,108.0,99.8,0,0,7.0,7.0,28,24,10.0,12.0,4,0.3076923076923077,13
15596,1990-08-18,1990,20,Western Bulldogs,North Melbourne Kangaroos,Western Oval,88,115,0,0,L,-27,0.6,0.8,85.2,110.4,94.4,85.4,0,1,13.0,6.0,40,40,8.0,6.0,0,0.6153846153846154,13
15196,1990-08-19,1990,20,West Coast Eagles,melbourne demons,Domain Stadium,103,139,0,0,L,-36,1.0,0.4,117.0,77.6,86.0,88.4,5,0,7.0,379.0,56,0,2.0,,56,,0
13299,1990-08-24,1990,21,North Melbourne Kangaroos,st kilda saints,Melbourne Cricket Ground,179,87,1,0,W,92,0.8,0.2,104.6,82.4,83.0,122.2,2,1,6.0,62.0,44,4,6.0,17.0,40,1.0,3
11300,1990-08-25,1990,21,Collingwood Magpies,Fitzroy Lions,Victoria Park,118,32,1,0,W,86,0.4,0.4,103.0,103.0,103.0,101.0,0,0,7.0,7.0,56,24,2.0,12.0,32,0.5714285714285714,14
11691,1990-08-25,1990,21,Essendon Bombers,Western Bulldogs,Windy Hill,104,80,1,0,W,24,0.8,0.4,110.2,85.8,79.4,101.8,3,0,13.0,7.0,60,40,1.0,8.0,20,0.6428571428571429,14
12505,1990-08-25,1990,21,Geelong Cats,Sydney Swans,GMHBA Stadium,90,92,0,0,L,-2,0.2,0.2,107.6,91.2,118.0,121.2,1,1,7.0,8.0,32,12,10.0,14.0,20,0.6666666666666666,12
12915,1990-08-25,1990,21,Hawthorn Hawks,Carlton Blues,Princes Park,116,85,1,0,W,31,1.0,0.8,131.8,110.0,84.8,99.6,5,2,7.0,7.0,52,40,4.0,7.0,12,0.6470588235294118,17
14146,1990-08-25,1990,21,Richmond Tigers,Melbourne Demons,Waverley Park,50,86,0,0,L,-36,0.2,0.8,99.0,114.4,130.8,95.0,0,4,7.0,14.0,24,52,11.0,5.0,-28,0.35714285714285715,14
10516,1990-08-26,1990,21,Brisbane Bears,West Coast Eagles,People First Stadium,59,100,0,0,L,-41,0.4,0.8,96.8,116.0,85.6,95.8,0,0,9.0,7.0,16,56,13.0,4.0,-40,0.0,4
12086,1990-09-01,1990,22,Fitzroy Lions,Carlton Blues,Princes Park,125,113,1,0,W,12,0.2,0.6,87.8,102.4,108.4,102.0,0,0,7.0,7.0,24,40,12.0,7.0,-16,0.16666666666666666,12
12506,1990-09-01,1990,22,Geelong Cats,West Coast Eagles,GMHBA Stadium,83,90,0,0,L,-7,0.2,0.8,109.4,114.2,114.8,94.4,0,1,7.0,6.0,32,60,10.0,3.0,-28,0.2,5
13300,1990-09-01,1990,22,North Melbourne Kangaroos,Collingwood Magpies,Waverley Park,67,156,0,0,L,-89,0.8,0.4,122.4,97.2,89.6,84.8,3,1,8.0,7.0,48,60,6.0,3.0,-12,0.4583333333333333,12
13698,1990-09-01,1990,22,Melbourne Demons,Hawthorn Hawks,Melbourne Cricket Ground,116,104,1,0,W,12,1.0,1.0,111.0,123.2,82.4,88.2,5,6,7.0,7.0,56,56,5.0,4.0,0,0.21428571428571427,14
14522,1990-09-01,1990,22,St Kilda Saints,Essendon Bombers,People First Stadium,93,128,0,0,L,-35,0.4,0.8,101.0,102.6,109.6,82.0,1,4,14.0,7.0,32,64,9.0,1.0,-32,0.0,13
15598,1990-09-01,1990,22,Western Bulldogs,Brisbane Bears,Western Oval,117,96,1,0,W,21,0.2,0.2,79.4,86.4,103.4,93.2,0,0,7.0,6.0,40,16,8.0,13.0,24,0.8,5
14906,1990-09-02,1990,22,Sydney Swans,Richmond Tigers,Sydney Cricket Ground,109,139,0,0,L,-30,0.4,0.0,85.0,78.4,109.8,133.8,2,0,8.0,8.0,16,24,14.0,12.0,-8,0.45454545454545453,11
11302,1990-09-08,1990,QF,Collingwood Magpies,west coast eagles,Waverley Park,90,90,0,1,D,0,0.6,0.2,109.8,71.8,79.0,111.0,2,0,7.0,91.0,64,0,2.0,24.0,64,,0
13699,1990-09-09,1990,EF,Melbourne Demons,Hawthorn Hawks,Melbourne Cricket Ground,73,64,1,0,W,9,1.0,0.8,111.4,122.0,82.0,92.4,6,0,8.0,8.0,60,56,4.0,5.0,4,0.26666666666666666,15
11303,1990-09-15,1990,QF,Collingwood Magpies,west coast eagles,Waverley Park,126,67,1,0,W,59,0.5,0.1,104.4,79.2,87.2,123.2,0,0,7.0,7.0,66,2,2.0,20.0,64,0.5,1
15201,1990-09-22,1990,SF,West Coast Eagles,Melbourne Demons,Waverley Park,130,100,1,0,W,30,0.8,1.0,105.8,104.2,90.8,76.8,2,7,21.0,13.0,64,64,3.0,4.0,0,0.2857142857142857,7
11304,1990-09-23,1990,SF,Collingwood Magpies,Essendon Bombers,Melbourne Cricket Ground,117,54,1,0,W,63,0.7,1.0,114.0,107.0,83.8,77.8,1,5,8.0,22.0,70,68,1.0,2.0,2,0.23076923076923078,13
11694,1990-09-29,1990,PF,Essendon Bombers,West Coast Eagles,Waverley Park,121,58,1,0,W,63,0.8,0.8,92.8,115.2,92.0,97.2,0,3,6.0,7.0,68,68,2.0,3.0,0,0.8333333333333334,6
11305,1990-10-06,1990,GF,Collingwood Magpies,Essendon Bombers,Melbourne Cricket Ground,89,41,1,0,W,48,0.9,0.8,121.4,98.2,62.0,85.2,2,1,13.0,7.0,74,72,1.0,2.0,2,0.2857142857142857,14
10223,1991-03-22,1991,1,Adelaide Crows,hawthorn hawks,AAMI Stadium,155,69,1,0,W,86,,0.4,,114.2,,92.0,0,0,,280.0,0,0,,,0,,0
14523,1991-03-23,1991,1,St Kilda Saints,Richmond Tigers,Waverley Park,107,82,1,0,W,25,0.4,0.2,98.0,92.6,110.6,123.8,0,1,203.0,202.0,0,0,,,0,0.5,12
15203,1991-03-24,1991,1,West Coast Eagles,Melbourne Demons,Domain Stadium,99,20,1,0,W,79,0.6,0.8,96.2,109.6,100.4,90.8,0,0,176.0,183.0,0,0,,,0,0.375,8
15599,1991-03-24,1991,1,Western Bulldogs,collingwood magpies,Waverley Park,76,146,0,0,L,-70,0.4,0.4,89.6,92.6,100.8,103.6,1,0,204.0,561.0,0,0,,,0,1.0,1
10518,1991-03-30,1991,2,Brisbane Bears,North Melbourne Kangaroos,People First Stadium,58,104,0,0,L,-46,0.2,0.6,86.6,109.6,94.6,98.8,0,0,210.0,210.0,0,0,,,0,0.3333333333333333,3
11307,1991-03-30,1991,2,Collingwood Magpies,West Coast Eagles,Waverley Park,58,85,0,0,L,-27,0.9,0.8,115.6,95.4,63.8,76.6,3,1,175.0,6.0,0,4,,1.0,-4,0.5,6
12087,1991-03-30,1991,2,Fitzroy Lions,Melbourne Demons,Princes Park,49,180,0,0,L,-131,0.4,0.6,94.8,79.0,109.2,89.4,1,0,210.0,6.0,0,0,,11.0,0,0.38461538461538464,13
10224,1991-03-31,1991,2,Adelaide Crows,Carlton Blues,AAMI Stadium,81,104,0,0,L,-23,1.0,0.4,155.0,100.4,69.0,105.4,1,0,9.0,211.0,4,0,2.0,,4,,0
12507,1991-04-01,1991,2,Geelong Cats,st kilda saints,GMHBA Stadium,130,104,1,0,W,26,0.2,0.2,104.0,92.6,106.6,135.6,0,0,212.0,220.0,0,0,,,0,1.0,2
12919,1991-04-01,1991,2,Hawthorn Hawks,Sydney Swans,Princes Park,166,75,1,0,W,91,0.6,0.4,113.2,92.2,87.4,108.0,0,0,204.0,211.0,0,0,,,0,0.8571428571428571,14
14149,1991-04-01,1991,2,Richmond Tigers,Essendon Bombers,Melbourne Cricket Ground,109,113,0,0,L,-4,0.2,0.6,94.0,89.6,122.6,87.4,0,0,9.0,177.0,0,0,11.0,,0,0.15384615384615385,13
10911,1991-04-06,1991,3,Carlton Blues,Brisbane Bears,Princes Park,127,70,1,0,W,57,0.6,0.2,101.0,86.2,95.2,100.8,1,0,6.0,7.0,4,0,8.0,14.0,4,0.6,5
11308,1991-04-06,1991,3,Collingwood Magpies,Fitzroy Lions,Victoria Park,117,58,1,0,W,59,0.7,0.2,96.0,82.0,67.4,130.2,0,0,7.0,7.0,0,0,13.0,18.0,0,0.6,15
12920,1991-04-06,1991,3,Hawthorn Hawks,Richmond Tigers,Waverley Park,136,79,1,0,W,57,0.6,0.2,122.6,94.8,85.8,114.6,1,0,5.0,5.0,4,0,3.0,12.0,4,0.8571428571428571,14
13302,1991-04-06,1991,3,North Melbourne Kangaroos,Essendon Bombers,Melbourne Cricket Ground,94,167,0,0,L,-73,0.8,0.6,110.8,91.4,88.8,93.2,1,1,7.0,5.0,4,4,5.0,11.0,0,0.38461538461538464,13
13703,1991-04-07,1991,3,Melbourne Demons,St Kilda Saints,Melbourne Cricket Ground,145,154,0,0,L,-9,0.6,0.4,97.8,89.8,89.2,112.4,1,1,8.0,15.0,4,4,7.0,8.0,0,0.75,12
14908,1991-04-07,1991,3,Sydney Swans,adelaide crows,Sydney Cricket Ground,108,132,0,0,L,-24,0.4,,93.6,,124.6,,0,0,6.0,,0,0,16.0,,0,,0
15600,1991-04-07,1991,3,Western Bulldogs,Geelong Cats,Western Oval,68,117,0,0,L,-49,0.2,0.4,85.6,111.6,111.4,108.6,0,1,14.0,6.0,0,4,17.0,8.0,-4,0.36363636363636365,11
15205,1991-04-12,1991,4,West Coast Eagles,North Melbourne Kangaroos,WACA,127,55,1,0,W,72,0.8,0.6,92.4,111.8,76.4,111.2,2,0,13.0,6.0,8,4,1.0,12.0,4,0.3333333333333333,6
11698,1991-04-13,1991,4,Essendon Bombers,Adelaide Crows,Windy Hill,92,47,1,0,W,45,0.6,0.5,99.2,118.0,93.4,86.5,2,0,7.0,13.0,8,4,5.0,8.0,4,,0
12089,1991-04-13,1991,4,Fitzroy Lions,Western Bulldogs,Princes Park,90,106,0,0,L,-16,0.2,0.2,76.0,85.8,129.0,115.6,0,0,7.0,6.0,0,0,19.0,17.0,0,0.3076923076923077,13
13704,1991-04-13,1991,4,Melbourne Demons,Carlton Blues,Waverley Park,155,110,1,0,W,45,0.4,0.6,103.6,107.2,99.2,95.8,0,2,6.0,7.0,4,8,10.0,4.0,-4,0.4666666666666667,15
14151,1991-04-13,1991,4,Richmond Tigers,Sydney Swans,Melbourne Cricket Ground,127,164,0,0,L,-37,0.2,0.4,91.8,94.0,110.2,116.4,0,0,7.0,6.0,0,0,15.0,16.0,0,0.5833333333333334,12
14526,1991-04-13,1991,4,St Kilda Saints,collingwood magpies,Moorabbin Oval,94,94,0,1,D,0,0.6,0.4,110.8,97.0,118.0,106.0,2,1,6.0,20.0,8,4,6.0,8.0,4,0.0,1
10520,1991-04-14,1991,4,Brisbane Bears,Geelong Cats,The Gabba,88,190,0,0,L,-102,0.0,0.6,67.6,115.6,106.8,89.6,0,2,8.0,7.0,0,8,17.0,5.0,-8,0.42857142857142855,7
14910,1991-04-19,1991,5,Sydney Swans,Essendon Bombers,Sydney Cricket Ground,130,161,0,0,L,-31,0.4,0.8,109.6,106.8,130.8,79.4,1,3,6.0,6.0,4,12,12.0,3.0,-8,0.5714285714285714,14
11310,1991-04-20,1991,5,Collingwood Magpies,Brisbane Bears,Victoria Park,115,93,1,0,W,22,0.8,0.0,101.4,74.2,61.0,127.6,1,0,14.0,6.0,4,0,9.0,17.0,4,1.0,6
